name,x_coordinate,y_coordinate,xy_type,uprn,statusdetail,status,sizecategory,primarytechnology
The Macallan Distillery,248307.3,607404.7,From Data Source,10025373455,Potential,Potential,Unknown,Water Source Heat Pump
Abhainn Dearg Distillery,249070.2,663858.3,From Data Source,10015299175,Potential,Potential,Unknown,Water Source Heat Pump
Pulteney Distillery,249830.4,689559.9,From Data Source,10024702663,Potential,Potential,Unknown,Water Source Heat Pump
Glen Moray Distillery,256468.4,665744.9,From Data Source,10025427753,Potential,Potential,Unknown,Water Source Heat Pump
Auchroisk Distillery,256767.2,667269.6,From Data Source,10025429168,Potential,Potential,Unknown,Water Source Heat Pump
Arran Distillery,259135.1,581824.1,From Data Source,10024768575,Potential,Potential,Unknown,Water Source Heat Pump
Glencadam Distillery,261735.3,662213.8,From Data Source,10025306440,Potential,Potential,Unknown,Water Source Heat Pump
Glenfiddich Distillery,262763.4,554333.5,From Data Source,10025406230,Potential,Potential,Unknown,Water Source Heat Pump
Strathclyde Distillery,262797.4,667257.7,From Data Source,10024757602,Potential,Potential,Unknown,Water Source Heat Pump
Macduff Distillery,263190.5,766190.1,From Data Source,10025434172,Potential,Potential,Unknown,Water Source Heat Pump
Tomatin Distillery,265832.7,657671.7,From Data Source,10015313191,Potential,Potential,Unknown,Water Source Heat Pump
Dalwhinnie Distillery,266304.6,844760,From Data Source,10025408374,Potential,Potential,Unknown,Water Source Heat Pump
The Speyside Distillery,268977,872645.9,From Data Source,10024696433,Potential,Potential,Unknown,Water Source Heat Pump
Ardbeg Distillery,269153.6,660643.2,From Data Source,10024758597,Potential,Potential,Unknown,Water Source Heat Pump
Glengarioch Distillery,269710.2,877545.9,From Data Source,10025409041,Potential,Potential,Unknown,Water Source Heat Pump
Royal Lochnagar Distillery,270163.1,835132,From Data Source,10025409025,Potential,Potential,Unknown,Water Source Heat Pump
Invergordon Grain Distillery,270520,868563,From Data Source,130005929,Potential,Potential,Unknown,Water Source Heat Pump
Ardmore Distillery,272046.8,795856.5,From Data Source,10025409888,Potential,Potential,Unknown,Water Source Heat Pump
Tomintoul Distillery,277968.8,748490.1,From Data Source,10025434293,Potential,Potential,Unknown,Water Source Heat Pump
Craigellachie Distillery,287350.3,696627.6,From Data Source,10015444643,Potential,Potential,Unknown,Water Source Heat Pump
Aultmore Distillery,287438.6,660123.1,From Data Source,10025431350,Potential,Potential,Unknown,Water Source Heat Pump
Roseisle Distillery,289850.6,679862,From Data Source,10025317193,Potential,Potential,Unknown,Water Source Heat Pump
Craigengelt,272451,686495,From Data Source,,Operational,Actual,Large (1MW+),Wind
Mortlach Distillery,290371.6,720823.5,From Data Source,10025423718,Potential,Potential,Unknown,Water Source Heat Pump
Highland Park Distillery,291254.1,696736.9,From Data Source,10025417713,Potential,Potential,Unknown,Water Source Heat Pump
Balmenach Distillery,292013.9,855414.1,From Data Source,10015451254,Potential,Potential,Unknown,Water Source Heat Pump
Springbank Distillery,292548.9,828425.9,From Data Source,10025436135,Potential,Potential,Unknown,Water Source Heat Pump
Aberlour Distillery,292767.7,690884.7,From Data Source,10025417084,Potential,Potential,Unknown,Water Source Heat Pump
Glengoyne Distillery,293204.8,678925.6,From Data Source,10025035595,Potential,Potential,Unknown,Water Source Heat Pump
Tamdhu Distillery,295013,754474.4,From Data Source,10025432385,Potential,Potential,Unknown,Water Source Heat Pump
Kilchoman Distillery,295617.8,721960.6,From Data Source,10015387611,Potential,Potential,Unknown,Water Source Heat Pump
Speyburn Distillery,300968.3,933496.9,From Data Source,10025270547,Potential,Potential,Unknown,Water Source Heat Pump
Strathisla Distellery,301302.5,701261.5,From Data Source,10024862817,Potential,Potential,Unknown,Water Source Heat Pump
Glenfarclas  Distillery,303110.8,612556.5,From Data Source,10025422395,Potential,Potential,Unknown,Water Source Heat Pump
Glenturret Distillery,306496.7,778228.9,From Data Source,10025436612,Potential,Potential,Unknown,Water Source Heat Pump
Aberfeldy Distillery,306859.3,633886.9,From Data Source,10024864702,Potential,Potential,Unknown,Water Source Heat Pump
North British Distillery,306869.9,943200,From Data Source,10025410273,Potential,Potential,Unknown,Water Source Heat Pump
Chivas Brothers Ltd,310902.2,673616.1,From Data Source,10024906909,Potential,Potential,Unknown,Water Source Heat Pump
Knockando Distillery,313476.4,862245.4,From Data Source,10015419140,Potential,Potential,Unknown,Water Source Heat Pump
Tullibardine Distillery,316280.8,666463.4,From Data Source,10025429190,Potential,Potential,Unknown,Water Source Heat Pump
Cragganmore Distillery,317412.1,735022,From Data Source,10015436420,Potential,Potential,Unknown,Water Source Heat Pump
Glen Scotia Distillery,317997.3,746780.6,From Data Source,10024858751,Potential,Potential,Unknown,Water Source Heat Pump
Benriach Distillery,322934,858587,From Data Source,,Potential,Potential,Unknown,Water Source Heat Pump
Dalmore Distillery,322946.7,935484.4,From Data Source,10025385144,Potential,Potential,Unknown,Water Source Heat Pump
Blair Athol Distillery,324026.1,699284.5,From Data Source,10015458622,Potential,Potential,Unknown,Water Source Heat Pump
Dailuaine Distillery,325382.3,664048.2,From Data Source,10025429368,Potential,Potential,Unknown,Water Source Heat Pump
Benrinnes Distillery,325810,839715,From Data Source,,Potential,Potential,Unknown,Water Source Heat Pump
Allt a' Bhainne,327547,834391,From Data Source,,Potential,Potential,Unknown,Water Source Heat Pump
Glen Grant Distillery Company Ltd,327551,849530,From Data Source,,Potential,Potential,Unknown,Water Source Heat Pump
Ailsa Bay Distillery,329432.5,707343.1,From Data Source,10015350972,Potential,Potential,Unknown,Water Source Heat Pump
Inchgower Distillery,330711.5,577279.4,From Data Source,10024912595,Potential,Potential,Unknown,Water Source Heat Pump
The Combination of Rothes Distillers Ltd,334518.3,730519.3,From Data Source,10024856788,Potential,Potential,Unknown,Water Source Heat Pump
Cameronbridge Distillery,334541,700164,From Data Source,,Potential,Potential,Unknown,Water Source Heat Pump
North Red Bog,399555,855289,From Data Source,,Operational,Actual,Large (1MW+),Wind
Glenlossie Complex,344915.1,1011335.9,From Data Source,10015423002,Potential,Potential,Unknown,Water Source Heat Pump
Balblair Distillery,345864.8,1011158.2,From Data Source,10025273615,Potential,Potential,Unknown,Water Source Heat Pump
Glenallachie Distillery,348848.7,715670.7,From Data Source,10015296672,Potential,Potential,Unknown,Water Source Heat Pump
Auchentoshan Distillery,358039.3,751923.6,From Data Source,10015417999,Potential,Potential,Unknown,Water Source Heat Pump
Glendronach Distillery,381228.3,829176.6,From Data Source,10025273513,Potential,Potential,Unknown,Water Source Heat Pump
The Speyside Scotch Whisky Distillery (Drumguish),383349.1,656559.6,From Data Source,10015273234,Potential,Potential,Unknown,Water Source Heat Pump
Scapa Distillery,433383.5,1175612.5,From Data Source,10025442035,Potential,Potential,Unknown,Water Source Heat Pump
Royal Brackla Distillery,463560,1191119,From Data Source,10025033978,Potential,Potential,Unknown,Water Source Heat Pump
Auchroisk Distillery,333439,851140,Postcode Centroid,,Potential,Potential,Unknown,Water Source Heat Pump
Braeval Distillery,372739,820040,Postcode Centroid,,Potential,Potential,Unknown,Water Source Heat Pump
Deanston Distillery,271623,701491,Postcode Centroid,,Potential,Potential,Unknown,Water Source Heat Pump
Fettercairn Distillery,371724,771427,Postcode Centroid,,Potential,Potential,Unknown,Water Source Heat Pump
Glen Elgin Distillery,321630,857880,Postcode Centroid,,Potential,Potential,Unknown,Water Source Heat Pump
Isle of Jura Distillery,152652,667016,Postcode Centroid,,Potential,Potential,Unknown,Water Source Heat Pump
Lagavulin Distillery,140432,645751,Postcode Centroid,,Potential,Potential,Unknown,Water Source Heat Pump
Linkwood Distillery,323553,860638,Postcode Centroid,,Potential,Potential,Unknown,Water Source Heat Pump
Longmorn Distellery,323504,858350,Postcode Centroid,,Potential,Potential,Unknown,Water Source Heat Pump
Mannochmore Distillery,321630,857880,Postcode Centroid,,Potential,Potential,Unknown,Water Source Heat Pump
Lomond Ind. Est.,239374.1,680676.3,From Data Source,10024699722,Potential,Potential,Unknown,Cooling Towers
Vale of Leven Ind. Est.,239391.8,678174.2,From Data Source,10015368367,Potential,Potential,Unknown,Cooling Towers
Kilmalid,239506.1,677118.1,From Data Source,10025421866,Potential,Potential,Unknown,Cooling Towers
Lafarge Cement,335956,673006,From Data Source,138005256,Operational,Actual,Unknown,Energy from Waste
Beinn Tharsuinn Extension,266440,879840,From Data Source,,Operational,Actual,Large (1MW+),Wind
Barra,71711,803302,Manually Added,,Operational,Actual,Large (1MW+),Thermal Power
St John's Well,380570,837410,From Data Source,,Operational,Actual,Large (1MW+),Wind
Skelmonae Wind Farm,388702,836734,From Data Source,,Operational,Actual,Large (1MW+),Wind
"Loch Carnan, South Uist",83213,842742,Manually Added,,Operational,Actual,Large (1MW+),Thermal Power
Myres Hill,256840,646620,From Data Source,,Operational,Actual,Large (1MW+),Wind
National Wind Turbine Test Site,256500,646500,From Data Source,,Operational,Actual,Large (1MW+),Wind
Tiree,99859,744717,Manually Added,,Operational,Actual,Large (1MW+),Thermal Power
Causeymire,336736,951086,From Data Source,,Operational,Actual,Large (1MW+),Wind
Hadyard Hill,226478,599253,From Data Source,,Operational,Actual,Large (1MW+),Wind
Crystal Rig Phase 1,368350,665650,From Data Source,,Operational,Actual,Large (1MW+),Wind
Black Law,289500,653500,From Data Source,,Operational,Actual,Large (1MW+),Wind
Ardrossan,223500,642500,From Data Source,,Operational,Actual,Large (1MW+),Wind
Braes O'Doune,272590,710500,From Data Source,,Operational,Actual,Large (1MW+),Wind
Thorfinn Wind Farm - NM1500,334600,1025700,From Data Source,,Operational,Actual,Large (1MW+),Wind
Bowmore,131998,660194,Manually Added,,Operational,Actual,Large (1MW+),Thermal Power
Boulfruich,315500,935500,From Data Source,,Operational,Actual,Large (1MW+),Wind
Ben Aketil,132500,846500,From Data Source,,Operational,Actual,Large (1MW+),Wind
Kelburn,224000,655000,From Data Source,,Operational,Actual,Large (1MW+),Wind
Arnish,142206,930516,Manually Added,,Operational,Actual,Large (1MW+),Thermal Power
Tullo Farm,387283,785873,From Data Source,,Operational,Actual,Large (1MW+),Wind
Dummuie,358600,840300,From Data Source,,Operational,Actual,Large (1MW+),Wind
Earlsburn,269652,688422,From Data Source,,Operational,Actual,Large (1MW+),Wind
Kilbraur Windfarm,278550,907550,From Data Source,,Operational,Actual,Large (1MW+),Wind
Stornoway,143141,932178,Manually Added,,Operational,Actual,Large (1MW+),Thermal Power
Achany Wind Farm,252350,904150,From Data Source,,Operational,Actual,Large (1MW+),Wind
Bilbster Wind Farm,327150,951850,From Data Source,,Operational,Actual,Large (1MW+),Wind
Carcant Windfarm,336250,652850,From Data Source,,Operational,Actual,Large (1MW+),Wind
Inverawe,201708,732136,Manually Added,,Operational,Actual,Large (1MW+),Hydro
Hagshaw Hill Wind Farm Extension,279000,632000,From Data Source,,Operational,Actual,Large (1MW+),Wind
Pates Hill,299130,659300,From Data Source,,Operational,Actual,Large (1MW+),Wind
Greendykeside,281134,670403,From Data Source,,Operational,Actual,Large (1MW+),Wind
,394526,803347,From Data Source,9051131568,Potential,Potential,Unknown,Cooling Towers
Nant,201821,720692,Manually Added,,Operational,Actual,Large (1MW+),Hydro
Arecleoch Windfarm,221500,578500,From Data Source,,Operational,Actual,Large (1MW+),Wind
Mark Hill,225000,585000,From Data Source,,Operational,Actual,Large (1MW+),Wind
Cruachan,207792,726837,Manually Added,,Operational,Actual,Large (1MW+),Hydro
Achairn,329950,950650,From Data Source,,Operational,Actual,Large (1MW+),Wind
Beinn an Tuirc,173950,636900,From Data Source,,Operational,Actual,Large (1MW+),Wind
Cnoc Donn Arnicle,175200,637600,From Data Source,,Operational,Actual,Large (1MW+),Wind
Beinn Ghlas Wind Farm,196500,726000,From Data Source,,Operational,Actual,Large (1MW+),Wind
"Bendealt Wind Farm, Highland",255500,871000,From Data Source,,Operational,Actual,Large (1MW+),Wind
Hunterston B,218520,651489,Manually Added,,Operational,Actual,Large (1MW+),Nuclear
Meall an Tuirc Wind Farm,255500,871500,From Data Source,,Operational,Actual,Large (1MW+),Wind
An Suidhe,200483,707563,From Data Source,,Operational,Actual,Large (1MW+),Wind
Roughside Hill,333000,646200,From Data Source,,Operational,Actual,Large (1MW+),Wind
Bowbeat Wind Farm,329600,647500,From Data Source,,Operational,Actual,Large (1MW+),Wind
Hagshaw Hill Wind Farm,278980,630740,From Data Source,,Operational,Actual,Large (1MW+),Wind
Arnish Moor,139155,929460,From Data Source,,Operational,Actual,Large (1MW+),Wind
Burgar Hill,334300,1026200,From Data Source,,Operational,Actual,Large (1MW+),Wind
Thorfinn Wind Farm - NM2000,334790,1025240,From Data Source,,Operational,Actual,Large (1MW+),Wind
Clachan,219196,713260,Manually Added,,Operational,Actual,Large (1MW+),Hydro
Hill of Lybster,302000,969500,From Data Source,,Operational,Actual,Large (1MW+),Wind
Burradale Hill,442500,1142500,From Data Source,,Operational,Actual,Large (1MW+),Wind
Glens of Foudland,361900,837400,From Data Source,,Operational,Actual,Large (1MW+),Wind
Whitelaw Brae Wind Farm,306039,621476,From Data Source,,Application Submitted,Potential,Large (1MW+),Wind
New Holland,350053,1003214,From Data Source,,Operational,Actual,Large (1MW+),Wind
Blair Data Centre,248677,647358,From Data Source,,Application Submitted,Potential,Large (1MW+),Wind
Deanie,229200,838800,Manually Added,,Operational,Actual,Large (1MW+),Hydro
J2a,314375,687820,From Data Source,,Application Submitted,Potential,Large (1MW+),Wind
Fasnakyle,231878,829616,Manually Added,,Operational,Actual,Large (1MW+),Hydro
Bonerbo Wind Turbines (resubmission),353841,707688,From Data Source,,Operational,Actual,Large (1MW+),Wind
Hadyard Hill extension,227000,599000,From Data Source,,Application Submitted,Potential,Large (1MW+),Wind
Phase 1 Bettyhill Wind Farm,272326,962920,From Data Source,,Operational,Actual,Large (1MW+),Wind
Neilston Additional Wind Turbine,245747,653929,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Wind
Beinn an Tuirc Windfarm Phase 3,172270,633925,From Data Source,,Application Submitted,Potential,Large (1MW+),Wind
Balunton Wind Farm,234665,580679,From Data Source,,Application Submitted,Potential,Large (1MW+),Wind
Welton Of Creuchies,321622,750192,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Wind
Fasnakyle Compensation Set,231878,829616,Manually Added,,Operational,Actual,Large (1MW+),Hydro
Droop Hill Wind Farm x,375708,781360,From Data Source,,Operational,Actual,Large (1MW+),Wind
Denhill,379611,835693,From Data Source,,Operational,Actual,Large (1MW+),Wind
Haddo,381628,837639,From Data Source,,Operational,Actual,Large (1MW+),Wind
Gairnieston Farm,374750,856031,From Data Source,,Operational,Actual,Large (1MW+),Wind
"Burgar Hill (land Near), Evie",334300,1026200,From Data Source,,Operational,Actual,Large (1MW+),Wind
Sloy,232047,709726,Manually Added,,Operational,Actual,Large (1MW+),Hydro
Tod Hill Farm Wind Turbines,284064,683742,From Data Source,,Operational,Actual,Large (1MW+),Wind
